title,genre,duration,rating,year,certification,url
Boogie Nights,Drama,155,7.9,1997,R,https://www.imdb.com//title/tt0118749/
Whisper of the Heart,"Animation, Drama, Family",111,7.9,1995,G,https://www.imdb.com//title/tt0113824/
Ghost in the Shell,"Animation, Action, Crime",83 ,7.9,1995,TV-MA,https://www.imdb.com//title/tt0113568/
Once Were Warriors,"Crime, Drama",102,7.9,1994,R,https://www.imdb.com//title/tt0110729/
True Romance,"Crime, Drama, Romance",119,7.9,1993,R,https://www.imdb.com//title/tt0108399/
Three Colors: Blue,"Drama, Music, Mystery",94 ,7.9,1993,R,https://www.imdb.com//title/tt0108394/
The Nightmare Before Christmas,"Animation, Family, Fantasy",76 ,7.9,1993,PG,https://www.imdb.com//title/tt0107688/
Carlito's Way,"Crime, Drama, Thriller",144,7.9,1993,R,https://www.imdb.com//title/tt0106519/
"Blood In, Blood Out","Crime, Drama",180,7.9,1993,R,https://www.imdb.com//title/tt0106469/
Edward Scissorhands,"Drama, Fantasy, Romance",105,7.9,1990,PG-13,https://www.imdb.com//title/tt0099487/
My Left Foot,"Biography, Drama",103,7.9,1989,R,https://www.imdb.com//title/tt0097937/
Do the Right Thing,"Comedy, Drama",120,7.9,1989,R,https://www.imdb.com//title/tt0097216/
The Sacrifice,Drama,149,7.9,1986,PG,https://www.imdb.com//title/tt0091670/
Hannah and Her Sisters,"Comedy, Drama",107,7.9,1986,PG-13,https://www.imdb.com//title/tt0091167/
Brazil,"Drama, Sci-Fi",132,7.9,1985,R,https://www.imdb.com//title/tt0088846/
This Is Spinal Tap,"Comedy, Music",82 ,7.9,1984,R,https://www.imdb.com//title/tt0088258/
A Christmas Story,"Comedy, Family",93 ,7.9,1983,PG,https://www.imdb.com//title/tt0085334/
E.T. the Extra-Terrestrial,"Adventure, Family, Sci-Fi",115,7.9,1982,PG,https://www.imdb.com//title/tt0083866/
Kagemusha,"Drama, History, War",162,7.9,1980,PG,https://www.imdb.com//title/tt0080979/
The Blues Brothers,"Action, Adventure, Comedy",133,7.9,1980,R,https://www.imdb.com//title/tt0080455/
Manhattan,"Comedy, Drama, Romance",96 ,7.9,1979,R,https://www.imdb.com//title/tt0079522/
All the President's Men,"Drama, History, Thriller",138,7.9,1976,PG,https://www.imdb.com//title/tt0074119/
I Remember,"Comedy, Drama",123,7.9,1973,R,https://www.imdb.com//title/tt0071129/
Harold and Maude,"Comedy, Drama, Romance",91 ,7.9,1971,PG,https://www.imdb.com//title/tt0067185/
Patton,"Biography, Drama, War",172,7.9,1970,GP,https://www.imdb.com//title/tt0066206/
The Conformist,Drama,113,7.9,1970,R,https://www.imdb.com//title/tt0065571/
Le Cercle Rouge,"Crime, Drama, Thriller",140,7.9,1970,Not Rated,https://www.imdb.com//title/tt0065531/
The Wild Bunch,"Action, Adventure, Western",135,7.9,1969,R,https://www.imdb.com//title/tt0065214/
The Lion in Winter,"Biography, Drama, History",134,7.9,1968,PG,https://www.imdb.com//title/tt0063227/
In the Heat of the Night,"Drama, Mystery, Thriller",110,7.9,1967,Approved,https://www.imdb.com//title/tt0061811/
In Cold Blood,"Biography, Crime, Drama",134,7.9,1967,R,https://www.imdb.com//title/tt0061809/
Doctor Zhivago,"Drama, Romance, War",197,7.9,1965,PG-13,https://www.imdb.com//title/tt0059113/
A Fistful of Dollars,"Action, Drama, Western",99 ,7.9,1964,R,https://www.imdb.com//title/tt0058461/
Charade,"Comedy, Mystery, Romance",113,7.9,1963,Passed,https://www.imdb.com//title/tt0056923/
Vivre Sa Vie,Drama,85 ,7.9,1962,Not Rated,https://www.imdb.com//title/tt0056663/
The Manchurian Candidate,"Drama, Thriller",126,7.9,1962,PG-13,https://www.imdb.com//title/tt0056218/
Spartacus,"Adventure, Biography, Drama",197,7.9,1960,PG-13,https://www.imdb.com//title/tt0054331/
Hiroshima Mon Amour,"Drama, Romance",90 ,7.9,1959,Not Rated,https://www.imdb.com//title/tt0052893/
Cat on a Hot Tin Roof,Drama,108,7.9,1958,Not Rated,https://www.imdb.com//title/tt0051459/
Elevator to the Gallows,"Crime, Drama, Thriller",91 ,7.9,1958,Not Rated,https://www.imdb.com//title/tt0051378/
The Ten Commandments,"Adventure, Drama, Family",220,7.9,1956,G,https://www.imdb.com//title/tt0049833/
The Searchers,"Adventure, Drama, Western",119,7.9,1956,Passed,https://www.imdb.com//title/tt0049730/
The Big Heat,"Crime, Film-Noir, Thriller",89 ,7.9,1953,Passed,https://www.imdb.com//title/tt0045555/
A Streetcar Named Desire,Drama,122,7.9,1951,PG,https://www.imdb.com//title/tt0044081/
Strangers on a Train,"Crime, Drama, Film-Noir",101,7.9,1951,PG,https://www.imdb.com//title/tt0044079/
In a Lonely Place,"Drama, Film-Noir, Mystery",94 ,7.9,1950,Not Rated,https://www.imdb.com//title/tt0042593/
Harvey,"Comedy, Drama, Fantasy",104,7.9,1950,Approved,https://www.imdb.com//title/tt0042546/
Rope,"Crime, Drama, Mystery",80 ,7.9,1948,Approved,https://www.imdb.com//title/tt0040746/
Miracle on 34th Street,"Comedy, Drama, Family",96 ,7.9,1947,Not Rated,https://www.imdb.com//title/tt0039628/
Notorious,"Drama, Film-Noir, Romance",102,7.9,1946,Not Rated,https://www.imdb.com//title/tt0038787/
The Big Sleep,"Crime, Film-Noir, Mystery",114,7.9,1946,Passed,https://www.imdb.com//title/tt0038355/
Beauty and the Beast,"Drama, Fantasy, Romance",93 ,7.9,1946,Not Rated,https://www.imdb.com//title/tt0038348/
Mildred Pierce,"Crime, Drama, Film-Noir",111,7.9,1945,Approved,https://www.imdb.com//title/tt0037913/
The Lost Weekend,"Drama, Film-Noir",101,7.9,1945,Passed,https://www.imdb.com//title/tt0037884/
Laura,"Drama, Film-Noir, Mystery",88 ,7.9,1944,Passed,https://www.imdb.com//title/tt0037008/
Arsenic and Old Lace,"Comedy, Crime, Thriller",118,7.9,1944,Not Rated,https://www.imdb.com//title/tt0036613/
Sullivan's Travels,"Adventure, Comedy, Drama",90 ,7.9,1941,Passed,https://www.imdb.com//title/tt0034240/
The Philadelphia Story,"Comedy, Romance",112,7.9,1940,Not Rated,https://www.imdb.com//title/tt0032904/
The Rules of the Game,"Comedy, Drama",110,7.9,1939,Not Rated,https://www.imdb.com//title/tt0031885/
The Adventures of Robin Hood,"Action, Adventure, Romance",102,7.9,1938,PG,https://www.imdb.com//title/tt0029843/
The Thin Man,"Comedy, Crime, Mystery",91 ,7.9,1934,TV-PG,https://www.imdb.com//title/tt0025878/
King Kong,"Adventure, Horror, Sci-Fi",100,7.9,1933,Passed,https://www.imdb.com//title/tt0024216/
Battleship Potemkin,"Drama, History, Thriller",66 ,7.9,1925,Not Rated,https://www.imdb.com//title/tt0015648/
Nosferatu,"Fantasy, Horror",94 ,7.9,1922,Not Rated,https://www.imdb.com//title/tt0013442/
The Gentlemen,"Action, Comedy, Crime",113,7.8,2019,R,https://www.imdb.com//title/tt8367814/
Hindi Medium,"Comedy, Drama",132,7.8,2017,Not Rated,https://www.imdb.com//title/tt5764096/
Call Me by Your Name,"Drama, Romance",132,7.8,2017,R,https://www.imdb.com//title/tt5726616/
"I, Daniel Blake",Drama,100,7.8,2016,R,https://www.imdb.com//title/tt5168192/
Isle of Dogs,"Animation, Adventure, Comedy",101,7.8,2018,PG-13,https://www.imdb.com//title/tt5104604/
Dunkirk,"Action, Drama, History",106,7.8,2017,PG-13,https://www.imdb.com//title/tt5013056/
Hidden Figures,"Biography, Drama, History",127,7.8,2016,PG,https://www.imdb.com//title/tt4846340/
Hunt for the Wilderpeople,"Adventure, Comedy, Drama",101,7.8,2016,PG-13,https://www.imdb.com//title/tt4698684/
Paddington 2,"Adventure, Comedy, Family",103,7.8,2017,PG,https://www.imdb.com//title/tt4468740/
Manchester by the Sea,Drama,137,7.8,2016,R,https://www.imdb.com//title/tt4034228/
Land of Mine,"Drama, History, War",100,7.8,2015,R,https://www.imdb.com//title/tt3841424/
Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi",133,7.8,2016,PG-13,https://www.imdb.com//title/tt3748528/
Captain Fantastic,"Comedy, Drama",118,7.8,2016,R,https://www.imdb.com//title/tt3553976/
Captain America: Civil War,"Action, Adventure, Sci-Fi",147,7.8,2016,PG-13,https://www.imdb.com//title/tt3498820/
The Hateful Eight,"Crime, Drama, Mystery",168,7.8,2015,R,https://www.imdb.com//title/tt3460252/
Little Women,"Drama, Romance",135,7.8,2019,PG,https://www.imdb.com//title/tt3281548/
Loving Vincent,"Animation, Biography, Crime",94 ,7.8,2017,PG-13,https://www.imdb.com//title/tt3262342/
Pride,"Biography, Comedy, Drama",119,7.8,I) (,R,https://www.imdb.com//title/tt3169706/
Nightcrawler,"Crime, Drama, Thriller",117,7.8,2014,R,https://www.imdb.com//title/tt2872718/
Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi",138,7.8,2015,PG-13,https://www.imdb.com//title/tt2488496/
The Lunchbox,"Drama, Romance",104,7.8,2013,PG,https://www.imdb.com//title/tt2350496/
"Like Father, Like Son",Drama,121,7.8,2013,Not Rated,https://www.imdb.com//title/tt2331143/
Vicky Donor,"Comedy, Romance",126,7.8,2012,Not Rated,https://www.imdb.com//title/tt2317337/
Big Hero 6,"Animation, Action, Adventure",102,7.8,2014,PG,https://www.imdb.com//title/tt2245084/
About Time,"Comedy, Drama, Fantasy",123,7.8,I) (,R,https://www.imdb.com//title/tt2194499/
English Vinglish,"Comedy, Drama, Family",134,7.8,2012,Not Rated,https://www.imdb.com//title/tt2181931/
The Best Offer,"Crime, Drama, Mystery",131,7.8,2013,R,https://www.imdb.com//title/tt1924396/
The Batman,"Action, Crime, Drama",176,7.8,2022,PG-13,https://www.imdb.com//title/tt1877830/
Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi",136,7.8,2014,PG-13,https://www.imdb.com//title/tt1843866/
Once Upon a Time in Anatolia,"Crime, Drama, Thriller",157,7.8,2011,Not Rated,https://www.imdb.com//title/tt1827487/
Moonrise Kingdom,"Comedy, Drama, Romance",94 ,7.8,2012,PG-13,https://www.imdb.com//title/tt1748122/
How to Train Your Dragon 2,"Animation, Action, Adventure",102,7.8,2014,PG,https://www.imdb.com//title/tt1646971/
The Big Short,"Biography, Comedy, Drama",130,7.8,2015,R,https://www.imdb.com//title/tt1596363/
I Saw the Devil,"Action, Crime, Drama",144,7.8,2010,Not Rated,https://www.imdb.com//title/tt1588170/
The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",158,7.8,2011,R,https://www.imdb.com//title/tt1568346/
Captain Phillips,"Action, Biography, Crime",134,7.8,2013,PG-13,https://www.imdb.com//title/tt1535109/
Guillermo del Toro's Pinocchio,"Animation, Drama, Family",117,7.8,2022,PG,https://www.imdb.com//title/tt1488589/
Straight Outta Compton,"Biography, Drama, History",147,7.8,2015,R,https://www.imdb.com//title/tt1398426/
The Irishman,"Biography, Crime, Drama",209,7.8,2019,R,https://www.imdb.com//title/tt1302006/
The Social Network,"Biography, Drama",120,7.8,2010,PG-13,https://www.imdb.com//title/tt1285016/
A Prophet,"Crime, Drama",155,7.8,2009,R,https://www.imdb.com//title/tt1235166/
Thirteen Lives,"Action, Adventure, Biography",147,7.8,2022,PG-13,https://www.imdb.com//title/tt12262116/
Mother,"Crime, Drama, Mystery",129,7.8,2009,R,https://www.imdb.com//title/tt1216496/
The Chaser,"Action, Crime, Drama",125,7.8,2008,Not Rated,https://www.imdb.com//title/tt1190539/
Moon,"Drama, Mystery, Sci-Fi",97 ,7.8,2009,R,https://www.imdb.com//title/tt1182345/
The Hobbit: The Desolation of Smaug,"Adventure, Fantasy",161,7.8,2013,PG-13,https://www.imdb.com//title/tt1170358/
The White Ribbon,"Drama, Mystery, Thriller",144,7.8,2009,R,https://www.imdb.com//title/tt1149362/
The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",152,7.8,2009,R,https://www.imdb.com//title/tt1132620/
Skyfall,"Action, Adventure, Thriller",143,7.8,2012,PG-13,https://www.imdb.com//title/tt1074638/
The Worst Person in the World,"Comedy, Drama, Romance",128,7.8,2021,R,https://www.imdb.com//title/tt10370710/
All Quiet on the Western Front,"Action, Drama, War",148,7.8,2022,R,https://www.imdb.com//title/tt1016150/
The Fighter,"Action, Biography, Drama",116,7.8,I) (,R,https://www.imdb.com//title/tt0964517/
Taken,"Action, Crime, Thriller",90 ,7.8,I) (,PG-13,https://www.imdb.com//title/tt0936501/
Once,"Drama, Music, Romance",86 ,7.8,I) (,R,https://www.imdb.com//title/tt0907657/
The Hobbit: An Unexpected Journey,"Adventure, Fantasy",169,7.8,2012,PG-13,https://www.imdb.com//title/tt0903624/
Changeling,"Biography, Crime, Drama",141,7.8,2008,R,https://www.imdb.com//title/tt0824747/
Atonement,"Drama, Mystery, Romance",123,7.8,2007,R,https://www.imdb.com//title/tt0783233/
Drive,"Action, Drama",100,7.8,I) (,R,https://www.imdb.com//title/tt0780504/
American Gangster,"Biography, Crime, Drama",157,7.8,2007,R,https://www.imdb.com//title/tt0765429/
Avatar,"Action, Adventure, Fantasy",162,7.8,2009,PG-13,https://www.imdb.com//title/tt0499549/
Mr. Nobody,"Drama, Fantasy, Romance",141,7.8,2009,R,https://www.imdb.com//title/tt0485947/
Apocalypto,"Action, Adventure, Drama",139,7.8,2006,R,https://www.imdb.com//title/tt0472043/
The Fall,"Adventure, Drama, Fantasy",117,7.8,I) (,R,https://www.imdb.com//title/tt0460791/
Little Miss Sunshine,"Comedy, Drama",101,7.8,2006,R,https://www.imdb.com//title/tt0449059/
Hot Fuzz,"Action, Comedy, Mystery",121,7.8,2007,R,https://www.imdb.com//title/tt0425112/
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",166,7.8,2008,PG-13,https://www.imdb.com//title/tt0421715/
Veer-Zaara,"Drama, Family, Musical",192,7.8,2004,Not Rated,https://www.imdb.com//title/tt0420332/
Pride & Prejudice,"Drama, Romance",129,7.8,2005,PG,https://www.imdb.com//title/tt0414387/
The World's Fastest Indian,"Biography, Drama, Sport",127,7.8,2005,PG-13,https://www.imdb.com//title/tt0412080/
Tokyo Godfathers,"Animation, Adventure, Comedy",92 ,7.8,2003,PG-13,https://www.imdb.com//title/tt0388473/
Serenity,"Action, Adventure, Sci-Fi",119,7.8,2005,PG-13,https://www.imdb.com//title/tt0379786/
Crash,"Crime, Drama, Thriller",112,7.8,I) (,R,https://www.imdb.com//title/tt0375679/
The Chorus,"Comedy, Drama, Music",97 ,7.8,2004,PG-13,https://www.imdb.com//title/tt0372824/
Walk the Line,"Biography, Drama, Music",136,7.8,2005,PG-13,https://www.imdb.com//title/tt0358273/
The Notebook,"Drama, Romance",123,7.8,2004,PG-13,https://www.imdb.com//title/tt0332280/
The Last Samurai,"Action, Drama",154,7.8,2003,R,https://www.imdb.com//title/tt0325710/
The Motorcycle Diaries,"Adventure, Biography, Drama",126,7.8,2004,R,https://www.imdb.com//title/tt0318462/
Lilya 4-Ever,"Crime, Drama",109,7.8,2002,R,https://www.imdb.com//title/tt0300140/
Millennium Actress,"Animation, Drama, Fantasy",87 ,7.8,2001,PG,https://www.imdb.com//title/tt0291350/
Cowboy Bebop: The Movie,"Animation, Action, Crime",115,7.8,2001,TV-14,https://www.imdb.com//title/tt0275277/
Joint Security Area,"Action, Drama, Thriller",110,7.8,2000,Not Rated,https://www.imdb.com//title/tt0260991/
Remember the Titans,"Biography, Drama, Sport",113,7.8,2000,PG,https://www.imdb.com//title/tt0210945/
All About My Mother,Drama,101,7.8,1999,R,https://www.imdb.com//title/tt0185125/
Cast Away,"Adventure, Drama, Romance",143,7.8,2000,PG-13,https://www.imdb.com//title/tt0162222/
The Insider,"Biography, Drama, Thriller",157,7.8,1999,R,https://www.imdb.com//title/tt0140352/
October Sky,"Biography, Drama, Family",108,7.8,1999,PG,https://www.imdb.com//title/tt0132477/
Being John Malkovich,"Comedy, Drama, Fantasy",113,7.8,1999,R,https://www.imdb.com//title/tt0120601/
Gattaca,"Drama, Sci-Fi, Thriller",106,7.8,1997,PG-13,https://www.imdb.com//title/tt0119177/
Hamlet,Drama,242,7.8,1996,PG-13,https://www.imdb.com//title/tt0116477/
Breaking the Waves,Drama,159,7.8,1996,R,https://www.imdb.com//title/tt0115751/
The Postman,"Biography, Comedy, Drama",108,7.8,1994,PG,https://www.imdb.com//title/tt0110877/
Ed Wood,"Biography, Comedy, Drama",127,7.8,1994,R,https://www.imdb.com//title/tt0109707/
Tombstone,"Biography, Drama, History",130,7.8,1993,R,https://www.imdb.com//title/tt0108358/
The Sandlot,"Comedy, Drama, Family",101,7.8,1993,PG,https://www.imdb.com//title/tt0108037/
The Remains of the Day,"Drama, Romance",134,7.8,1993,PG,https://www.imdb.com//title/tt0107943/
Ninja Scroll,"Animation, Action, Adventure",94 ,7.8,1993,Not Rated,https://www.imdb.com//title/tt0107692/
The Fugitive,"Action, Crime, Drama",130,7.8,1993,PG-13,https://www.imdb.com//title/tt0106977/
A Bronx Tale,"Crime, Drama",121,7.8,1993,R,https://www.imdb.com//title/tt0106489/
Batman: Mask of the Phantasm,"Animation, Action, Adventure",76 ,7.8,1993,PG,https://www.imdb.com//title/tt0106364/
Boyz n the Hood,"Crime, Drama",112,7.8,1991,R,https://www.imdb.com//title/tt0101507/
Misery,"Drama, Thriller",107,7.8,1990,R,https://www.imdb.com//title/tt0100157/
Awakenings,"Biography, Drama",121,7.8,1990,PG-13,https://www.imdb.com//title/tt0099077/
Kiki's Delivery Service,"Animation, Adventure, Family",103,7.8,1989,G,https://www.imdb.com//title/tt0097814/
Glory,"Biography, Drama, History",122,7.8,1989,R,https://www.imdb.com//title/tt0097441/
The Killer,"Action, Crime, Drama",111,7.8,1989,R,https://www.imdb.com//title/tt0097202/
Crimes and Misdemeanors,"Comedy, Drama",104,7.8,1989,PG-13,https://www.imdb.com//title/tt0097123/
Back to the Future Part II,"Adventure, Comedy, Sci-Fi",108,7.8,1989,PG,https://www.imdb.com//title/tt0096874/
Mississippi Burning,"Crime, Drama, Mystery",128,7.8,1988,R,https://www.imdb.com//title/tt0095647/
The Untouchables,"Crime, Drama, Thriller",119,7.8,1987,R,https://www.imdb.com//title/tt0094226/
Predator,"Action, Adventure, Horror",107,7.8,1987,R,https://www.imdb.com//title/tt0093773/
Ferris Bueller's Day Off,Comedy,103,7.8,1986,PG-13,https://www.imdb.com//title/tt0091042/
The Breakfast Club,"Comedy, Drama",97 ,7.8,1985,R,https://www.imdb.com//title/tt0088847/
The Killing Fields,"Biography, Drama, History",141,7.8,1984,R,https://www.imdb.com//title/tt0087553/
Ghostbusters,"Action, Comedy, Fantasy",105,7.8,1984,PG,https://www.imdb.com//title/tt0087332/
The Right Stuff,"Adventure, Biography, Drama",193,7.8,1983,PG,https://www.imdb.com//title/tt0086197/
The King of Comedy,"Comedy, Crime, Drama",109,7.8,1982,PG,https://www.imdb.com//title/tt0085794/
Kramer vs. Kramer,Drama,105,7.8,1979,PG,https://www.imdb.com//title/tt0079417/
All That Jazz,"Drama, Music, Musical",123,7.8,1979,R,https://www.imdb.com//title/tt0078754/
Days of Heaven,"Drama, Romance",94 ,7.8,1978,PG,https://www.imdb.com//title/tt0077405/
Dawn of the Dead,"Horror, Thriller",127,7.8,1978,Unrated,https://www.imdb.com//title/tt0077402/
The Outlaw Josey Wales,Western,135,7.8,1976,PG,https://www.imdb.com//title/tt0075029/
The Man Who Would Be King,"Adventure, War",129,7.8,1975,PG,https://www.imdb.com//title/tt0073341/
The Holy Mountain,"Adventure, Drama, Fantasy",114,7.8,1973,R,https://www.imdb.com//title/tt0071615/
The Conversation,"Drama, Mystery, Thriller",113,7.8,1974,PG,https://www.imdb.com//title/tt0071360/
The Day of the Jackal,"Crime, Drama, Thriller",143,7.8,1973,PG,https://www.imdb.com//title/tt0069947/
The Discreet Charm of the Bourgeoisie,Comedy,102,7.8,1972,PG,https://www.imdb.com//title/tt0068361/
Cabaret,"Drama, Music, Musical",124,7.8,1972,PG,https://www.imdb.com//title/tt0068327/
"Aguirre, the Wrath of God","Action, Adventure, Biography",95 ,7.8,1972,Not Rated,https://www.imdb.com//title/tt0068182/
Willy Wonka & the Chocolate Factory,"Family, Fantasy, Musical",100,7.8,1971,G,https://www.imdb.com//title/tt0067992/
Midnight Cowboy,Drama,113,7.8,1969,R,https://www.imdb.com//title/tt0064665/
Night of the Living Dead,"Horror, Thriller",96 ,7.8,1968,Not Rated,https://www.imdb.com//title/tt0063350/
Guess Who's Coming to Dinner,"Comedy, Drama",108,7.8,1967,Approved,https://www.imdb.com//title/tt0061735/
The Umbrellas of Cherbourg,"Drama, Musical, Romance",91 ,7.8,1964,Not Rated,https://www.imdb.com//title/tt0058450/
My Fair Lady,"Drama, Family, Musical",170,7.8,1964,G,https://www.imdb.com//title/tt0058385/
Mary Poppins,"Comedy, Family, Fantasy",139,7.8,1964,G,https://www.imdb.com//title/tt0058331/
The Innocents,Horror,100,7.8,1961,Not Rated,https://www.imdb.com//title/tt0055018/
L'Avventura,"Drama, Mystery, Romance",144,7.8,1960,Not Rated,https://www.imdb.com//title/tt0053619/
East of Eden,Drama,118,7.8,1955,PG,https://www.imdb.com//title/tt0048028/
The Day the Earth Stood Still,"Drama, Sci-Fi",92 ,7.8,1951,G,https://www.imdb.com//title/tt0043456/
The Asphalt Jungle,"Crime, Drama, Film-Noir",112,7.8,1950,Passed,https://www.imdb.com//title/tt0042208/
Red River,"Drama, Western",133,7.8,1948,Passed,https://www.imdb.com//title/tt0040724/
To Have and Have Not,"Adventure, Comedy, Film-Noir",100,7.8,1944,Passed,https://www.imdb.com//title/tt0037382/
Gaslight,"Crime, Drama, Mystery",114,7.8,1944,Passed,https://www.imdb.com//title/tt0036855/
Shadow of a Doubt,"Film-Noir, Thriller",108,7.8,1943,Passed,https://www.imdb.com//title/tt0036342/
His Girl Friday,"Comedy, Drama, Romance",92 ,7.8,1940,Passed,https://www.imdb.com//title/tt0032599/
Stagecoach,"Adventure, Drama, Western",96 ,7.8,1939,Passed,https://www.imdb.com//title/tt0031971/
You Can't Take It with You,"Comedy, Drama, Romance",126,7.8,1938,Passed,https://www.imdb.com//title/tt0030993/
The Lady Vanishes,"Mystery, Thriller",96 ,7.8,1938,Not Rated,https://www.imdb.com//title/tt0030341/
Bringing Up Baby,Comedy,102,7.8,1938,Passed,https://www.imdb.com//title/tt0029947/
A Night at the Opera,"Comedy, Music, Musical",96 ,7.8,1935,Passed,https://www.imdb.com//title/tt0026778/
The Bride of Frankenstein,"Drama, Horror, Sci-Fi",75 ,7.8,1935,Not Rated,https://www.imdb.com//title/tt0026138/
Duck Soup,"Comedy, Musical",69 ,7.8,1933,Not Rated,https://www.imdb.com//title/tt0023969/
Freaks,"Drama, Horror",64 ,7.8,1932,Not Rated,https://www.imdb.com//title/tt0022913/
Frankenstein,"Drama, Horror, Sci-Fi",70 ,7.8,1931,Passed,https://www.imdb.com//title/tt0021884/
Roma,Drama,135,7.7,2018,R,https://www.imdb.com//title/tt6155172/
Deadpool 2,"Action, Adventure, Comedy",119,7.7,2018,R,https://www.imdb.com//title/tt5463162/
Sound of Metal,"Drama, Music",120,7.7,2019,R,https://www.imdb.com//title/tt5363618/
Wind River,"Crime, Drama, Mystery",107,7.7,2017,R,https://www.imdb.com//title/tt5362988/
The Salesman,"Drama, Thriller",124,7.7,2016,PG-13,https://www.imdb.com//title/tt5186714/
Get Out,"Horror, Mystery, Thriller",104,7.7,I) (,R,https://www.imdb.com//title/tt5052448/
Mission: Impossible - Fallout,"Action, Adventure, Thriller",147,7.7,2018,PG-13,https://www.imdb.com//title/tt4912910/
Perfect Strangers,"Comedy, Drama",96 ,7.7,2016,NA,https://www.imdb.com//title/tt4901306/
Kubo and the Two Strings,"Animation, Action, Adventure",101,7.7,2016,PG,https://www.imdb.com//title/tt4302938/
A Man Called Ove,"Comedy, Drama, Romance",116,7.7,2015,PG-13,https://www.imdb.com//title/tt4080728/
The Breadwinner,"Animation, Drama, Family",94 ,7.7,2017,PG-13,https://www.imdb.com//title/tt3901826/
When Marnie Was There,"Animation, Drama, Family",103,7.7,2014,PG,https://www.imdb.com//title/tt3398268/
The Theory of Everything,"Biography, Drama, Romance",123,7.7,2014,PG-13,https://www.imdb.com//title/tt2980516/
Kingsman: The Secret Service,"Action, Adventure, Comedy",129,7.7,2014,R,https://www.imdb.com//title/tt2802144/
The Fault in Our Stars,"Drama, Romance",126,7.7,2014,PG-13,https://www.imdb.com//title/tt2582846/
Me and Earl and the Dying Girl,"Comedy, Drama, Romance",105,7.7,2015,PG-13,https://www.imdb.com//title/tt2582496/
Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama",119,7.7,2014,R,https://www.imdb.com//title/tt2562232/
The Past,"Drama, Mystery",130,7.7,2013,PG-13,https://www.imdb.com//title/tt2404461/
The Great Beauty,Drama,141,7.7,2013,Not Rated,https://www.imdb.com//title/tt2358891/
My Life as a Zucchini,"Animation, Comedy, Drama",70 ,7.7,2016,PG-13,https://www.imdb.com//title/tt2321405/
Blue Is the Warmest Colour,"Drama, Romance",180,7.7,2013,NC-17,https://www.imdb.com//title/tt2278871/
The Broken Circle Breakdown,"Drama, Music, Romance",111,7.7,2012,Not Rated,https://www.imdb.com//title/tt2024519/
The Wind Rises,"Animation, Biography, Drama",126,7.7,2013,PG-13,https://www.imdb.com//title/tt2013293/
Toy Story 4,"Animation, Adventure, Comedy",100,7.7,2019,G,https://www.imdb.com//title/tt1979376/
Nebraska,"Adventure, Comedy, Drama",115,7.7,2013,R,https://www.imdb.com//title/tt1821549/
Wreck-It Ralph,"Animation, Adventure, Comedy",101,7.7,2012,PG,https://www.imdb.com//title/tt1772341/
The Little Prince,"Animation, Adventure, Drama",108,7.7,2015,PG,https://www.imdb.com//title/tt1754656/
Detachment,Drama,98 ,7.7,2011,Not Rated,https://www.imdb.com//title/tt1683526/
Midnight in Paris,"Comedy, Fantasy, Romance",94 ,7.7,2011,PG-13,https://www.imdb.com//title/tt1605783/
Confessions,"Drama, Thriller",106,7.7,2010,Not Rated,https://www.imdb.com//title/tt1590089/
The Man from Nowhere,"Action, Crime, Drama",119,7.7,2010,R,https://www.imdb.com//title/tt1527788/
The Lego Movie,"Animation, Action, Adventure",100,7.7,2014,PG,https://www.imdb.com//title/tt1490017/
Gravity,"Drama, Sci-Fi, Thriller",91 ,7.7,2013,PG-13,https://www.imdb.com//title/tt1454468/
Star Trek Into Darkness,"Action, Adventure, Sci-Fi",132,7.7,2013,PG-13,https://www.imdb.com//title/tt1408101/
Beasts of No Nation,"Drama, War",137,7.7,2015,TV-MA,https://www.imdb.com//title/tt1365050/
X: First Class,"Action, Adventure, Sci-Fi",131,7.7,2011,PG-13,https://www.imdb.com//title/tt1270798/
The Hangover,Comedy,100,7.7,2009,R,https://www.imdb.com//title/tt1119646/
The Trial of the Chicago 7,"Drama, History, Thriller",129,7.7,2020,R,https://www.imdb.com//title/tt1070874/
Silver Linings Playbook,"Comedy, Drama, Romance",122,7.7,2012,R,https://www.imdb.com//title/tt1045658/
Another Round,"Comedy, Drama",117,7.7,2020,Not Rated,https://www.imdb.com//title/tt10288566/
Argo,"Biography, Drama, Thriller",120,7.7,2012,R,https://www.imdb.com//title/tt1024648/
500 Days of Summer,"Comedy, Drama, Romance",95 ,7.7,2009,PG-13,https://www.imdb.com//title/tt1022603/
Harry Potter and the Deathly Hallows: Part 1,"Adventure, Family, Fantasy",146,7.7,2010,PG-13,https://www.imdb.com//title/tt0926084/
The Boy in the Striped Pajamas,"Drama, War",94 ,7.7,2008,PG-13,https://www.imdb.com//title/tt0914798/
The Edge of Heaven,Drama,122,7.7,2007,Not Rated,https://www.imdb.com//title/tt0880502/
Frost/Nixon,"Biography, Drama, History",122,7.7,2008,R,https://www.imdb.com//title/tt0870111/
